      3.430    -38.890    -27.499
      6.860    -24.423    -17.270
     10.290    -16.687    -11.799
     13.720    -14.718    -10.407
     17.150    -16.876    -11.933
     20.580    -15.621    -11.045
     24.010    -16.573    -11.719
     27.440    -16.092    -11.379
     30.870    -16.828    -11.899
     34.300    -16.710    -11.816
     37.730    -17.134    -12.115
     41.160    -17.447    -12.337
     44.590    -17.586    -12.435
     48.020    -18.035    -12.753
     51.450    -18.267    -12.916
     54.880    -18.524    -13.098
     58.310    -18.907    -13.370
     61.740    -19.151    -13.542
     65.170    -19.425    -13.735
     68.600    -19.765    -13.976
     72.030    -20.020    -14.156
     75.460    -20.282    -14.342
     78.890    -20.591    -14.560
     82.320    -20.849    -14.743
     85.750    -21.095    -14.916
     89.180    -21.375    -15.114
     92.610    -21.631    -15.295
     96.040    -21.863    -15.459
     99.470    -22.115    -15.638
    102.900    -22.363    -15.813
    106.330    -22.587    -15.971
    109.760    -22.815    -16.132
    113.190    -23.049    -16.298
    116.620    -23.266    -16.452
    120.050    -23.476    -16.600
    123.480    -23.693    -16.754
    126.910    -23.903    -16.902
    130.340    -24.101    -17.042
    133.770    -24.301    -17.183
    137.200    -24.501    -17.325
    140.630    -24.691    -17.459
    144.060    -24.876    -17.590
    147.490    -25.064    -17.723
    150.920    -25.247    -17.852
    154.350    -25.422    -17.976
    157.780    -25.597    -18.099
    161.210    -25.771    -18.223
    164.640    -25.939    -18.342
    168.070    -26.103    -18.458
    171.500    -26.267    -18.574
    174.930    -26.429    -18.688
    178.360    -26.585    -18.799
    181.790    -26.739    -18.908
    185.220    -26.893    -19.016
    188.650    -27.044    -19.123
    192.080    -27.190    -19.226
    195.510    -27.335    -19.329
    198.940    -27.480    -19.431
    202.370    -27.620    -19.531
    205.800    -27.758    -19.628
    209.230    -27.896    -19.725
    212.660    -28.031    -19.821
    216.090    -28.163    -19.914
    219.520    -28.294    -20.007
    222.950    -28.423    -20.098
    226.380    -28.551    -20.189
    229.810    -28.676    -20.277
    233.240    -28.800    -20.364
    236.670    -28.922    -20.451
    240.100    -29.043    -20.536
    243.530    -29.161    -20.620
    246.960    -29.279    -20.703
    250.390    -29.395    -20.786
    253.820    -29.509    -20.866
    257.250    -29.622    -20.946
    260.680    -29.734    -21.025
    264.110    -29.844    -21.103
    267.540    -29.953    -21.180
    270.970    -30.060    -21.256
    274.400    -30.167    -21.331
    277.830    -30.272    -21.406
    281.260    -30.376    -21.479
    284.690    -30.478    -21.551
    288.120    -30.580    -21.623
    291.550    -30.680    -21.694
    294.980    -30.780    -21.764
    298.410    -30.878    -21.834
    301.840    -30.975    -21.903
    305.270    -31.071    -21.970
    308.700    -31.166    -22.038
    312.130    -31.260    -22.104
    315.560    -31.353    -22.170
    318.990    -31.445    -22.235
    322.420    -31.536    -22.299
    325.850    -31.626    -22.363
    329.280    -31.716    -22.426
    332.710    -31.804    -22.489
    336.140    -31.891    -22.551
    339.570    -31.978    -22.612
    343.000    -32.064    -22.673
    346.430    -32.149    -22.733
    349.860    -32.233    -22.792
    353.290    -32.316    -22.851
    356.720    -32.399    -22.910
    360.150    -32.481    -22.967
    363.580    -32.562    -23.025
    367.010    -32.642    -23.082
    370.440    -32.722    -23.138
    373.870    -32.801    -23.194
    377.300    -32.879    -23.249
    380.730    -32.957    -23.304
    384.160    -33.033    -23.358
    387.590    -33.109    -23.412
    391.020    -33.185    -23.465
    394.450    -33.260    -23.518
    397.880    -33.334    -23.571
    401.310    -33.408    -23.623
    404.740    -33.481    -23.675
    408.170    -33.553    -23.726
    411.600    -33.625    -23.777
    415.030    -33.696    -23.827
    418.460    -33.767    -23.877
    421.890    -33.837    -23.927
    425.320    -33.907    -23.976
    428.750    -33.976    -24.024
    432.180    -34.044    -24.073
    435.610    -34.112    -24.121
    439.040    -34.180    -24.169
    442.470    -34.247    -24.216
    445.900    -34.313    -24.263
    449.330    -34.379    -24.310
    452.760    -34.444    -24.356
    456.190    -34.509    -24.402
    459.620    -34.574    -24.447
    463.050    -34.638    -24.493
    466.480    -34.701    -24.537
    469.910    -34.764    -24.582
    473.340    -34.827    -24.626
    476.770    -34.889    -24.670
    480.200    -34.951    -24.714
    483.630    -35.012    -24.757
    487.060    -35.073    -24.800
    490.490    -35.133    -24.843
    493.920    -35.193    -24.885
    497.350    -35.253    -24.928
    500.780    -35.312    -24.970
    504.210    -35.371    -25.011
    507.640    -35.430    -25.052
    511.070    -35.488    -25.094
    514.500    -35.545    -25.134
    517.930    -35.603    -25.175
    521.360    -35.659    -25.215
    524.790    -35.716    -25.255
    528.220    -35.772    -25.295
    531.650    -35.828    -25.334
    535.080    -35.884    -25.373
    538.510    -35.939    -25.412
    541.940    -35.993    -25.451
    545.370    -36.048    -25.490
    548.800    -36.102    -25.528
    552.230    -36.156    -25.566
    555.660    -36.209    -25.604
    559.090    -36.262    -25.641
    562.520    -36.315    -25.679
    565.950    -36.368    -25.716
    569.380    -36.420    -25.753
    572.810    -36.472    -25.789
    576.240    -36.523    -25.826
    579.670    -36.574    -25.862
    583.100    -36.625    -25.898
    586.530    -36.676    -25.934
    589.960    -36.726    -25.969
    593.390    -36.776    -26.005
    596.820    -36.826    -26.040
    600.250    -36.876    -26.075
    603.680    -36.925    -26.110
    607.110    -36.974    -26.145
    610.540    -37.023    -26.179
    613.970    -37.071    -26.213
    617.400    -37.119    -26.247
    620.830    -37.167    -26.281
    624.260    -37.215    -26.315
    627.690    -37.262    -26.348
    631.120    -37.309    -26.382
    634.550    -37.356    -26.415
    637.980    -37.403    -26.448
    641.410    -37.449    -26.480
    644.840    -37.495    -26.513
    648.270    -37.541    -26.545
    651.700    -37.586    -26.578
    655.130    -37.632    -26.610
    658.560    -37.677    -26.642
    661.990    -37.722    -26.673
    665.420    -37.767    -26.705
    668.850    -37.811    -26.736
    672.280    -37.855    -26.768
    675.710    -37.899    -26.799
    679.140    -37.943    -26.830
    682.570    -37.987    -26.861
    686.000    -38.030    -26.891
    689.430    -38.073    -26.922
    692.860    -38.116    -26.952
    696.290    -38.159    -26.982
    699.720    -38.201    -27.012
    703.150    -38.244    -27.042
    706.580    -38.286    -27.072
    710.010    -38.328    -27.102
    713.440    -38.369    -27.131
    716.870    -38.411    -27.161
    720.300    -38.452    -27.190
    723.730    -38.493    -27.219
    727.160    -38.534    -27.248
    730.590    -38.575    -27.277
    734.020    -38.615    -27.305
    737.450    -38.656    -27.334
    740.880    -38.696    -27.362
    744.310    -38.736    -27.390
    747.740    -38.776    -27.419
    751.170    -38.815    -27.447
    754.600    -38.855    -27.475
    758.030    -38.894    -27.502
    761.460    -38.933    -27.530
    764.890    -38.972    -27.557
    768.320    -39.011    -27.585
    771.750    -39.049    -27.612
    775.180    -39.088    -27.639
    778.610    -39.126    -27.666
    782.040    -39.164    -27.693
    785.470    -39.202    -27.720
    788.900    -39.240    -27.747
    792.330    -39.277    -27.773
    795.760    -39.315    -27.800
    799.190    -39.352    -27.826
    802.620    -39.389    -27.852
    806.050    -39.426    -27.878
    809.480    -39.463    -27.904
    812.910    -39.499    -27.930
    816.340    -39.536    -27.956
    819.770    -39.572    -27.982
    823.200    -39.608    -28.007
    826.630    -39.644    -28.033
    830.060    -39.680    -28.058
    833.490    -39.716    -28.083
    836.920    -39.751    -28.109
    840.350    -39.787    -28.134
    843.780    -39.822    -28.159
    847.210    -39.857    -28.183
    850.640    -39.892    -28.208
    854.070    -39.927    -28.233
    857.500    -39.962    -28.257
    860.930    -39.996    -28.282
    864.360    -40.031    -28.306
    867.790    -40.065    -28.330
    871.220    -40.099    -28.355
    874.650    -40.133    -28.379
    878.080    -40.167    -28.403
    881.510    -40.201    -28.426
    884.940    -40.235    -28.450
    888.370    -40.268    -28.474
    891.800    -40.302    -28.498
    895.230    -40.335    -28.521
    898.660    -40.368    -28.545
    902.090    -40.401    -28.568
    905.520    -40.434    -28.591
    908.950    -40.467    -28.614
    912.380    -40.499    -28.637
    915.810    -40.532    -28.660
    919.240    -40.564    -28.683
    922.670    -40.597    -28.706
    926.100    -40.629    -28.729
    929.530    -40.661    -28.751
    932.960    -40.693    -28.774
    936.390    -40.724    -28.797
    939.820    -40.756    -28.819
    943.250    -40.788    -28.841
    946.680    -40.819    -28.864
    950.110    -40.851    -28.886
    953.540    -40.882    -28.908
    956.970    -40.913    -28.930
    960.400    -40.944    -28.952
    963.830    -40.975    -28.974
    967.260    -41.006    -28.995
    970.690    -41.036    -29.017
    974.120    -41.067    -29.039
    977.550    -41.097    -29.060
    980.980    -41.128    -29.082
    984.410    -41.158    -29.103
    987.840    -41.188    -29.124
    991.270    -41.218    -29.146
    994.700    -41.248    -29.167
    998.130    -41.278    -29.188
   1001.560    -41.308    -29.209
   1004.990    -41.337    -29.230
   1008.420    -41.367    -29.251
   1011.850    -41.396    -29.272
   1015.280    -41.426    -29.292
   1018.710    -41.455    -29.313
   1022.140    -41.484    -29.334
   1025.570    -41.513    -29.354
   1029.000    -41.542    -29.375
   1032.430    -41.571    -29.395
   1035.860    -41.600    -29.415
   1039.290    -41.628    -29.436
   1042.720    -41.657    -29.456
   1046.150    -41.685    -29.476
   1049.580    -41.714    -29.496
   1053.010    -41.742    -29.516
   1056.440    -41.770    -29.536
   1059.870    -41.798    -29.556
   1063.300    -41.826    -29.576
   1066.730    -41.854    -29.595
   1070.160    -41.882    -29.615
   1073.590    -41.910    -29.635
   1077.020    -41.937    -29.654
   1080.450    -41.965    -29.674
   1083.880    -41.993    -29.693
   1087.310    -42.020    -29.713
   1090.740    -42.047    -29.732
   1094.170    -42.074    -29.751
   1097.600    -42.102    -29.770
   1101.030    -42.129    -29.789
   1104.460    -42.156    -29.809
   1107.890    -42.183    -29.828
   1111.320    -42.209    -29.847
   1114.750    -42.236    -29.865
   1118.180    -42.263    -29.884
   1121.610    -42.289    -29.903
   1125.040    -42.316    -29.922
   1128.470    -42.342    -29.940
   1131.900    -42.368    -29.959
   1135.330    -42.395    -29.978
   1138.760    -42.421    -29.996
   1142.190    -42.447    -30.015
   1145.620    -42.473    -30.033
   1149.050    -42.499    -30.051
   1152.480    -42.525    -30.070
   1155.910    -42.551    -30.088
   1159.340    -42.576    -30.106
   1162.770    -42.602    -30.124
   1166.200    -42.627    -30.142
   1169.630    -42.653    -30.160
   1173.060    -42.678    -30.178
   1176.490    -42.704    -30.196
   1179.920    -42.729    -30.214
   1183.350    -42.754    -30.232
   1186.780    -42.779    -30.249
   1190.210    -42.804    -30.267
   1193.640    -42.829    -30.285
   1197.070    -42.854    -30.302
   1200.500    -42.879    -30.320
   1203.930    -42.904    -30.337
   1207.360    -42.928    -30.355
   1210.790    -42.953    -30.372
   1214.220    -42.977    -30.390
   1217.650    -43.002    -30.407
   1221.080    -43.026    -30.424
   1224.510    -43.051    -30.441
   1227.940    -43.075    -30.459
   1231.370    -43.099    -30.476
   1234.800    -43.123    -30.493
   1238.230    -43.147    -30.510
   1241.660    -43.171    -30.527
   1245.090    -43.195    -30.544
   1248.520    -43.219    -30.561
   1251.950    -43.243    -30.577
   1255.380    -43.267    -30.594
   1258.810    -43.290    -30.611
   1262.240    -43.314    -30.628
   1265.670    -43.337    -30.644
   1269.100    -43.361    -30.661
   1272.530    -43.384    -30.677
   1275.960    -43.408    -30.694
   1279.390    -43.431    -30.710
   1282.820    -43.454    -30.727
   1286.250    -43.477    -30.743
   1289.680    -43.500    -30.759
   1293.110    -43.524    -30.776
   1296.540    -43.546    -30.792
   1299.970    -43.569    -30.808
   1303.400    -43.592    -30.824
   1306.830    -43.615    -30.841
   1310.260    -43.638    -30.857
   1313.690    -43.661    -30.873
   1317.120    -43.683    -30.889
   1320.550    -43.706    -30.905
   1323.980    -43.728    -30.921
   1327.410    -43.751    -30.936
   1330.840    -43.773    -30.952
   1334.270    -43.795    -30.968
   1337.700    -43.818    -30.984
   1341.130    -43.840    -30.999
   1344.560    -43.862    -31.015
   1347.990    -43.884    -31.031
   1351.420    -43.906    -31.046
   1354.850    -43.928    -31.062
   1358.280    -43.950    -31.077
   1361.710    -43.972    -31.093
   1365.140    -43.994    -31.108
   1368.570    -44.016    -31.124
   1372.000    -44.037    -31.139
   1375.430    -44.059    -31.154
   1378.860    -44.081    -31.170
   1382.290    -44.102    -31.185
   1385.720    -44.124    -31.200
   1389.150    -44.145    -31.215
   1392.580    -44.167    -31.230
   1396.010    -44.188    -31.246
   1399.440    -44.209    -31.261
   1402.870    -44.230    -31.276
   1406.300    -44.252    -31.291
   1409.730    -44.273    -31.306
   1413.160    -44.294    -31.320
   1416.590    -44.315    -31.335
   1420.020    -44.336    -31.350
   1423.450    -44.357    -31.365
   1426.880    -44.378    -31.380
   1430.310    -44.398    -31.394
   1433.740    -44.419    -31.409
   1437.170    -44.440    -31.424
   1440.600    -44.461    -31.438
   1444.030    -44.481    -31.453
   1447.460    -44.502    -31.468
   1450.890    -44.522    -31.482
   1454.320    -44.543    -31.497
   1457.750    -44.563    -31.511
   1461.180    -44.584    -31.526
   1464.610    -44.604    -31.540
   1468.040    -44.624    -31.554
   1471.470    -44.645    -31.569
   1474.900    -44.665    -31.583
   1478.330    -44.685    -31.597
   1481.760    -44.705    -31.611
   1485.190    -44.725    -31.626
   1488.620    -44.745    -31.640
   1492.050    -44.765    -31.654
   1495.480    -44.785    -31.668
   1498.910    -44.805    -31.682
   1502.340    -44.825    -31.696
   1505.770    -44.845    -31.710
   1509.200    -44.864    -31.724
   1512.630    -44.884    -31.738
   1516.060    -44.904    -31.752
   1519.490    -44.923    -31.766
   1522.920    -44.943    -31.779
   1526.350    -44.962    -31.793
   1529.780    -44.982    -31.807
   1533.210    -45.001    -31.821
   1536.640    -45.021    -31.835
   1540.070    -45.040    -31.848
   1543.500    -45.059    -31.862
   1546.930    -45.079    -31.875
   1550.360    -45.098    -31.889
   1553.790    -45.117    -31.903
   1557.220    -45.136    -31.916
   1560.650    -45.155    -31.930
   1564.080    -45.174    -31.943
   1567.510    -45.193    -31.957
   1570.940    -45.212    -31.970
   1574.370    -45.231    -31.983
   1577.800    -45.250    -31.997
   1581.230    -45.269    -32.010
   1584.660    -45.288    -32.023
   1588.090    -45.307    -32.037
   1591.520    -45.325    -32.050
   1594.950    -45.344    -32.063
   1598.380    -45.363    -32.076
   1601.810    -45.381    -32.089
   1605.240    -45.400    -32.103
   1608.670    -45.418    -32.116
   1612.100    -45.437    -32.129
   1615.530    -45.455    -32.142
   1618.960    -45.474    -32.155
   1622.390    -45.492    -32.168
   1625.820    -45.510    -32.181
   1629.250    -45.529    -32.194
   1632.680    -45.547    -32.207
   1636.110    -45.565    -32.219
   1639.540    -45.583    -32.232
   1642.970    -45.601    -32.245
   1646.400    -45.620    -32.258
